121 200
1.500000	-1.000000	0.000000	
1.500000	-0.800000	0.000000	
1.500000	-0.600000	0.000000	
1.500000	-0.400000	0.000000	
1.500000	-0.200000	0.000000	
1.500000	0.000000	0.000000	
1.500000	0.200000	0.000000	
1.500000	0.400000	0.000000	
1.500000	0.600000	0.000000	
1.500000	0.800000	0.000000	
1.500000	1.000000	0.000000	
1.700000	-1.000000	0.000000	
1.700000	-0.800000	0.000000	
1.700000	-0.600000	0.000000	
1.700000	-0.400000	0.000000	
1.700000	-0.200000	0.000000	
1.700000	0.000000	0.000000	
1.700000	0.200000	0.000000	
1.700000	0.400000	0.000000	
1.700000	0.600000	0.000000	
1.700000	0.800000	0.000000	
1.700000	1.000000	0.000000	
1.900000	-1.000000	0.000000	
1.900000	-0.800000	0.000000	
1.900000	-0.600000	0.000000	
1.900000	-0.400000	0.000000	
1.900000	-0.200000	0.000000	
1.900000	0.000000	0.000000	
1.900000	0.200000	0.000000	
1.900000	0.400000	0.000000	
1.900000	0.600000	0.000000	
1.900000	0.800000	0.000000	
1.900000	1.000000	0.000000	
2.100000	-1.000000	0.000000	
2.100000	-0.800000	0.000000	
2.100000	-0.600000	0.000000	
2.100000	-0.400000	0.000000	
2.100000	-0.200000	0.000000	
2.100000	0.000000	0.000000	
2.100000	0.200000	0.000000	
2.100000	0.400000	0.000000	
2.100000	0.600000	0.000000	
2.100000	0.800000	0.000000	
2.100000	1.000000	0.000000	
2.300000	-1.000000	0.000000	
2.300000	-0.800000	0.000000	
2.300000	-0.600000	0.000000	
2.300000	-0.400000	0.000000	
2.300000	-0.200000	0.000000	
2.300000	0.000000	0.000000	
2.300000	0.200000	0.000000	
2.300000	0.400000	0.000000	
2.300000	0.600000	0.000000	
2.300000	0.800000	0.000000	
2.300000	1.000000	0.000000	
2.500000	-1.000000	0.000000	
2.500000	-0.800000	0.000000	
2.500000	-0.600000	0.000000	
2.500000	-0.400000	0.000000	
2.500000	-0.200000	0.000000	
2.500000	0.000000	0.000000	
2.500000	0.200000	0.000000	
2.500000	0.400000	0.000000	
2.500000	0.600000	0.000000	
2.500000	0.800000	0.000000	
2.500000	1.000000	0.000000	
2.700000	-1.000000	0.000000	
2.700000	-0.800000	0.000000	
2.700000	-0.600000	0.000000	
2.700000	-0.400000	0.000000	
2.700000	-0.200000	0.000000	
2.700000	0.000000	0.000000	
2.700000	0.200000	0.000000	
2.700000	0.400000	0.000000	
2.700000	0.600000	0.000000	
2.700000	0.800000	0.000000	
2.700000	1.000000	0.000000	
2.900000	-1.000000	0.000000	
2.900000	-0.800000	0.000000	
2.900000	-0.600000	0.000000	
2.900000	-0.400000	0.000000	
2.900000	-0.200000	0.000000	
2.900000	0.000000	0.000000	
2.900000	0.200000	0.000000	
2.900000	0.400000	0.000000	
2.900000	0.600000	0.000000	
2.900000	0.800000	0.000000	
2.900000	1.000000	0.000000	
3.100000	-1.000000	0.000000	
3.100000	-0.800000	0.000000	
3.100000	-0.600000	0.000000	
3.100000	-0.400000	0.000000	
3.100000	-0.200000	0.000000	
3.100000	0.000000	0.000000	
3.100000	0.200000	0.000000	
3.100000	0.400000	0.000000	
3.100000	0.600000	0.000000	
3.100000	0.800000	0.000000	
3.100000	1.000000	0.000000	
3.300000	-1.000000	0.000000	
3.300000	-0.800000	0.000000	
3.300000	-0.600000	0.000000	
3.300000	-0.400000	0.000000	
3.300000	-0.200000	0.000000	
3.300000	0.000000	0.000000	
3.300000	0.200000	0.000000	
3.300000	0.400000	0.000000	
3.300000	0.600000	0.000000	
3.300000	0.800000	0.000000	
3.300000	1.000000	0.000000	
3.500000	-1.000000	0.000000	
3.500000	-0.800000	0.000000	
3.500000	-0.600000	0.000000	
3.500000	-0.400000	0.000000	
3.500000	-0.200000	0.000000	
3.500000	0.000000	0.000000	
3.500000	0.200000	0.000000	
3.500000	0.400000	0.000000	
3.500000	0.600000	0.000000	
3.500000	0.800000	0.000000	
3.500000	1.000000	0.000000	
0	1	11	
1	11	12	
1	2	12	
2	12	13	
2	3	13	
3	13	14	
3	4	14	
4	14	15	
4	5	15	
5	15	16	
5	6	16	
6	16	17	
6	7	17	
7	17	18	
7	8	18	
8	18	19	
8	9	19	
9	19	20	
9	10	20	
10	20	21	
11	12	22	
12	22	23	
12	13	23	
13	23	24	
13	14	24	
14	24	25	
14	15	25	
15	25	26	
15	16	26	
16	26	27	
16	17	27	
17	27	28	
17	18	28	
18	28	29	
18	19	29	
19	29	30	
19	20	30	
20	30	31	
20	21	31	
21	31	32	
22	23	33	
23	33	34	
23	24	34	
24	34	35	
24	25	35	
25	35	36	
25	26	36	
26	36	37	
26	27	37	
27	37	38	
27	28	38	
28	38	39	
28	29	39	
29	39	40	
29	30	40	
30	40	41	
30	31	41	
31	41	42	
31	32	42	
32	42	43	
33	34	44	
34	44	45	
34	35	45	
35	45	46	
35	36	46	
36	46	47	
36	37	47	
37	47	48	
37	38	48	
38	48	49	
38	39	49	
39	49	50	
39	40	50	
40	50	51	
40	41	51	
41	51	52	
41	42	52	
42	52	53	
42	43	53	
43	53	54	
44	45	55	
45	55	56	
45	46	56	
46	56	57	
46	47	57	
47	57	58	
47	48	58	
48	58	59	
48	49	59	
49	59	60	
49	50	60	
50	60	61	
50	51	61	
51	61	62	
51	52	62	
52	62	63	
52	53	63	
53	63	64	
53	54	64	
54	64	65	
55	56	66	
56	66	67	
56	57	67	
57	67	68	
57	58	68	
58	68	69	
58	59	69	
59	69	70	
59	60	70	
60	70	71	
60	61	71	
61	71	72	
61	62	72	
62	72	73	
62	63	73	
63	73	74	
63	64	74	
64	74	75	
64	65	75	
65	75	76	
66	67	77	
67	77	78	
67	68	78	
68	78	79	
68	69	79	
69	79	80	
69	70	80	
70	80	81	
70	71	81	
71	81	82	
71	72	82	
72	82	83	
72	73	83	
73	83	84	
73	74	84	
74	84	85	
74	75	85	
75	85	86	
75	76	86	
76	86	87	
77	78	88	
78	88	89	
78	79	89	
79	89	90	
79	80	90	
80	90	91	
80	81	91	
81	91	92	
81	82	92	
82	92	93	
82	83	93	
83	93	94	
83	84	94	
84	94	95	
84	85	95	
85	95	96	
85	86	96	
86	96	97	
86	87	97	
87	97	98	
88	89	99	
89	99	100	
89	90	100	
90	100	101	
90	91	101	
91	101	102	
91	92	102	
92	102	103	
92	93	103	
93	103	104	
93	94	104	
94	104	105	
94	95	105	
95	105	106	
95	96	106	
96	106	107	
96	97	107	
97	107	108	
97	98	108	
98	108	109	
99	100	110	
100	110	111	
100	101	111	
101	111	112	
101	102	112	
102	112	113	
102	103	113	
103	113	114	
103	104	114	
104	114	115	
104	105	115	
105	115	116	
105	106	116	
106	116	117	
106	107	117	
107	117	118	
107	108	118	
108	118	119	
108	109	119	
109	119	120	
